id,job_title,job_salary,job_requirement,job_addr,job_exp,job_edu,job_tags,company_name,company_employee_num,company_type
1,Python,15K-30K,熟悉Linux，redis等nosql数据库，精通python，C++等开发语言，清洗海量数据，开发策略回测平台，自动化测试工作等，就职需要证券从业资格证。,"深圳 南山区 深圳湾",1-3年,本科,C/C++量化Python,国信泰九,500-999人,互联网金融
2,Python,12K-16K,"任职要求：1. 熟悉在Unix/Linux平台上的Python服务端编程;2. 有较强的编码能力及良好的编程风格;3. 对数据结构和算法有比较好的理解和实践;4. 熟悉MVC架构，Tornado、Django、Flask等至","深圳 福田区 梅林",1-3年,大专,python爬虫Python,汇通易贷,100-499人,互联网
3,"Python 开发工程师",13K-18K,"工作职责1. 独当一面，负责服务端开发2. 参与整个产品的设计、需求分析岗位要求1. Python 工作经验2年+，本科+2. 有搭建后台框架的能力3. 精通Django或Flask4. 熟悉Linux开发环","深圳 龙华区 龙华",1-3年,本科,PythonLinux,食范儿技术,0-20人,O2O
4,游戏服务端Python开发工程师,12K-18K,游戏服务端Python开发工程师岗位职责：1.负责根据游戏系统架构设计拆分，把模块分解为具体任务；2.负责模块功能的实现和功能测试；3.负责编写和整理文档；4.负责功能整合和发布上线；5.负责其他岗位对接，,"深圳 宝安区 新安",3-5年,本科,HTML/CSSHTML5Javascript,普天乐,0-20人,游戏
5,Python开发工程师,8K-15K,1、两年以上Python开发经验，有互联网开发背景；2、掌握面向对象设计开发，熟悉常见设计模式；3、熟练使用常用MVC、ORM框架；4、熟悉MySQL数据库，有Redis或memcache缓存系统使用经验；5、熟悉分布式、缓,"深圳 南山区",1-3年,大专,Python,览众科技,100-499人,计算机软件
6,Python开发,15K-30K,"工作职责1. 负责运维平台/工具及Docker云平台的设计、开发、并持续迭代，并探索人工智能在运维方面的应用；2. 负责运维规范、体系建设，不断提升运营水平，包括设架构设计、容量规划、容灾演练等工作；任职要求","深圳 南山区 科技园",3-5年,本科,PythonShellGO,大疆创新,1000-9999人,智能硬件
7,Python,4K-8K,国内唯一一家上市的机器人教育公司:个人空间:1:个人能力提升快，专门有老教师负责一对一辅导。2:个人上升空间大，公司深圳扩张，人才需求量大。3:前期会学习很多教学的知识，会学习我们的课程。职位要求:国内唯一一家上市的机器人教育公,深圳,1年以内,本科,全职教学课程教学Java,乐博机器人学校,500-999人,在线教育
8,Python运营开发工程师,15K-30K,"岗位职责：    负责腾讯游戏运营平台设计与开发； 进行源代码的单元测试和质量控制； 负责关键技术研究，工具优化。岗位要求：   计算机相关专业本科及以上学历，3年以上后台开发经验； 精通Python，3年以上P","深圳 南山区 科技园",3-5年,本科,LinuxPython,腾讯,10000人以上,互联网
9,"python 工程师",10K-18K,"1.计算机相关专业本科以上学历2.熟悉 linux 操作系统3.有前端应用程序设计经验4.python 开发2年以上经验5.有pyqt 开发经验优先福利：1.五险一金，一档医疗2.不定期聚餐、活动3.双休","深圳 南山区 南油",5-10年,本科,PythonLinuxPyQt,国文科技,100-499人,互联网
10,Python开发工程师,15K-22K,工作职责：1.参与产品的需求分析，服务接口设计；2.参与产品核心模块的编码和单元测试；3.负责服务器数据API接口开发，对服务器端和数据库性能进行优化；4.负责主导历史服务优化，问题定位；5.负责公司日常临时任务；,"深圳 南山区 深圳湾",3-5年,本科,LinuxPythonShell,回收宝,100-499人,电子商务
11,Python软件开发高级工程师,15K-30K,岗位职责：负责网络安全产品的设计和开发工作。负责云端互联网产品的开发，包括项目框架搭建、前后端功能实现等。岗位要求：1、本科及以上学历；2、熟悉Python语言，掌握函数式和面向对象编程，能够编写模块化、可重用、易维,"深圳 南山区",1-3年,本科,LinuxPython,深信服科技,1000-9999人,计算机软件
12,后台研发工程师（Python爬虫）,7K-12K,【岗位职责】1、负责搜索质量评价体系的建设和迭代；2、协助算法工程师进行策略模型训练；3、其他业务相关工作；【岗位要求】1、熟练掌握Python开发语言，有实际项目开发经验优先；2、熟悉excel操作；3、具备较,"深圳 南山区 科技园",1-3年,大专,python爬虫Python,软通动力公司,10000人以上,计算机软件
13,"Python 后端工程师",8K-10K,"主要职责1. 负责公司互联网产品的 API 开发工作；2. 协助架构工程师制定 API 接口标准；3. 负责和协助上级交办的其他工作。职位要求1. 熟练掌握 Python 3 开发，具备 1 年以上开发经验；2.","深圳 南山区 科技园",1年以内,大专,Python后端开发,钛科瑞思,0-20人,计算机软件
14,"Python研发工程师 (WEB后端)",8K-16K,"职位诱惑：极客团队,发展空间大职位描述：1. 计算机相关专业，本科及以上学历。2. 具有优良的编码风格和习惯。3. 熟练掌握基本算法与数据结构。4. 熟悉至少如下语言/框架之一：Tornado/Dja","深圳 南山区 后海",经验不限,本科,Pythondjango,悦视光合,20-99人,企业服务
15,后台研发工程师（Python爬虫）,8K-11K,【岗位】后台研发工程师（Python爬虫）【岗位职责】1、负责搜索质量评价体系的建设和迭代；2、协助算法工程师进行策略模型训练；3、其他业务相关工作；【岗位要求】1、熟练掌握Python开发语言，有实际项目开发经验优,"深圳 南山区 科技园",1-3年,本科,Python数据分析,软通动力,10000人以上,计算机软件
16,python爬虫工程师,8K-16K,"岗位职责：1、负责定向数据的采集与爬取、解析处理、入库及备份等数据日常工作。2、负责分析新的数据需求, 评估数据采集难度，安排采集工作及时交付。3、负责非定向数据的清洗、整理、整合及合并等工作。岗位要求：1、熟练使用","深圳 福田区 车公庙",1-3年,不限,Python爬虫工程师网络爬虫,库瑞德,20-99人,计算机软件
17,python研发工程师,15K-30K,岗位职责1、负责服务器网络监控平台，运维自动化平台及其组件的设计和开发。2、负责python自动化运维产品与相关技术的追踪与研发。3、参与运维支持系统的需求分析、设计、编码。4、副组长开发、完善运维内部系统及辅助系统，提升运,"深圳 南山区",3-5年,本科,Pythonpython爬虫Flash,八达科技,0-20人,电子商务
18,Python,9K-18K,1.区块链技术2.数字虚拟货币在行业的应用3.区块链技术在旅游行业的应用,"深圳 龙岗区 坂田",经验不限,本科,PythonGO,天驴旅游,20-99人,互联网
19,Python开发工程师,10K-20K,工作职责1、负责对公司外部网站、平台及业务支持系统的开发及维护；2、负责相关系统用户需求分析、构架设计及开发过程；任职资格1、计算机相关专业，本科以上学历；2、精通Python网站开发面向对象编程，2年以上B/S软件开发,"深圳 南山区 西丽",1-3年,本科,Python,沃享科技,20-99人,O2O
20,python开发（高级）,15K-30K,"岗位职责：1、主导整个项目技术架构的研发2、编写基于iPython Notebook应用以及WEB网站3、负责项目技术人员的培训和指导。任职条件：1. 熟悉在Unix/Linux平台上的Python编程; 了解常用的通讯","深圳 南山区 科技园",3-5年,本科,Python,"Gateway Technology",100-499人,互联网金融
21,Python,10K-18K,岗位要求：1、熟练使用Linux/UNIX操作系统及开发环境；2、熟练使用Python或JAVA语言并至少具有3年以上实际运维开发工作经验；3、熟悉Ansible等自动化配置工具的使用和扩展开发；4、理解HTTP/HTTPS,"深圳 南山区 前海",3-5年,本科,python爬虫,易商互动科技有限公司,100-499人,互联网
22,Python,15K-25K,"职责：- 负责企业级互联网应用程序的后端设计与开发- 为业务需求实现快速原型设计并搭建相应的系统平台要求：- 硕士及以上学历，拥有一年以上后台系统开发经验- 精通 Python、Java、C/C++ 中至少一门编程语言- 熟练运","深圳 福田区 车公庙",3-5年,硕士,PythonJavaC/C++,南科大数据,20-99人,数据服务
23,Python工程师,15K-30K,"职位诱惑：硅谷技术,AI领域职位描述：1、本科或以上学历2、需具备3年以上Python开发经验，有大型分布式系统开发经验者优先；3、熟悉Python语言，熟练使用常用模块，使用过Django/Tornado等web框架；4、有过大","深圳 南山区",3-5年,本科,python爬虫自然语言处理,Bello,20-99人,数据服务
24,Python开发工程师,10K-20K,"【岗位职责】1.电商平台内容爬取。 2.自动化告警脚本编写。【岗位要求】1. 计算机相关专业本科以上学历，扎实的计算机基础。二年及以上Web开发经验2. 精通Python语言，3年以上Python开发",深圳,3-5年,本科,LinuxPythonMYSQL,布谷鸟科技,500-999人,移动互联网
25,Python工程师（数据平台）,15K-30K,"你会负责公司Saas数据分析平台相关系统的开发；新产品的需求调研以及设计报告的撰写；大数据系统调研、升级及维护。•  我们希望你是985高校本科及以上学历，有1年及以上Python使用经验；•  我们希望你具有独立项目开发经验，开发","深圳 南山区 科技园",1-3年,本科,PythonMYSQLJavascript,一面网络,20-99人,互联网
26,python开发,15K-25K,"工作职责：1、 负责产品后台服务系统设计、开发和维护工作；2、 参与项目需求分析、联调以及测试工作；3、主动发现并提出项目中出现的各种问题，积极推进项目进度。任职资格：1、精通python，三年以上python开发经验；","深圳 南山区 大冲",3-5年,本科,PythonC/C++PHP,500彩票网,100-499人,互联网
27,Python/C/C++,10K-20K,"本科以上学历1-2年开发经验熟悉或者精通C/C++或者Python,良好的数据结构和算法基础熟悉Linux环境编程","深圳 南山区",1-3年,本科,C/C++python爬虫Python,同方鼎欣,1000-9999人,互联网
28,Python,10K-15K,开发/测试基础、经验：1、精通Unix/Linux操作系统、良好的Bash与Python编码规范，掌握flask、django；2、有Docker、K8S等容器虚拟化技术经验者优先；熟悉python、Ansible和web前端开发优,"深圳 南山区 科技园",3-5年,本科,PythondjangoDocke,亿达信息,1000-9999人,计算机软件
29,python开发工程师,8K-16K,岗位职责：1、负责商城APP后端开发及功能维护，对接APP和接口服务层；2、负责运营系统后台管理功能开发及维护；3、持续改善服务，优化系统性能；岗位要求：1、统招大专及以上学历，计算机相关专业；2、2年以上Pyt,"深圳 南山区 西丽",1-3年,大专,PythonPHP,SheIn,1000-9999人,电子商务
30,python开发工程师(深圳),20K-40K,"职位描述：     【公司简介】码隆科技是一家专注于深度学习与计算机视觉技术创新，打造国际领先视觉智能技术平台的人工智能公司，团队成员来自于清华、北大、中科院、中大、牛津（VGG 团队成员）等。在国际顶级的人工智能计算机视觉竞赛 I","深圳 盐田区 沙头角",1-3年,本科,PythonLinux,码隆科技,20-99人,移动互联网
31,Python工程师,12K-16K,"岗位职责：1 参与爬虫，数据解析和分析等功能的研发；2 负责分析结果的展示；3 负责项目所需的一些工具开发任职要求：1、有使用python web框架开发的经验，例如 flask/django；2、有使用pyth","深圳 南山区 大冲",3-5年,大专,Python数据挖掘python爬虫,欢雀科技,100-499人,互联网
32,Python开发工程师,12K-20K,"岗位职责：1. 负责业务系统后端业务逻辑的开发和优化工作；2. 负责优化后端服务性能；岗位要求：1. 计算机相关专业，2年以上python开发使用经验，对web开发相关基础基础有比较清楚的理解；2. 熟练使用pyth","深圳 南山区",经验不限,大专,Python,博雅互动,500-999人,游戏
33,Python开发工程师,15K-30K,"岗位职责1. 负责运维平台/工具的设计、开发、优化并持续迭代，提升运维效率2. 参与运营系统架构设计、改进、优化，并推动实施技术方案岗位要求：1、全日制本科及以上学历，计算机相关专业，2年以上运营系统开发经验2、熟练","深圳 南山区 科技园",5-10年,本科,python自动化运维,达普信,100-499人,计算机软件
34,Python,13K-20K,"1.	能独立分析问题，善于研究业务，分析产品；2.独立完成功能模块的开发及相关设计文档撰写工作；3.思维敏捷，为人踏实，善良正直，热爱学习技术，长期关注技术的发展趋势；4.开发和维护公司内部仓储/供应链等系统。任职资格：1.全日制计算机软件","深圳 南山区",1-3年,本科,后端开发数据库Python,派喜科技,0-20人,移动互联网
35,Python/c++开发,12K-18K,"任职要求：1、本科及以上学历，计算机、电子、自动化及通信专业2、两年以上Python后台开发，具备独立开发高性能异步服务器的能力，处理过高并发的优先3、熟练使用tornado，Django等框架的优先3、熟悉 C++ ，有调","深圳 福田区 八卦岭",3-5年,本科,Python,金证股份,1000-9999人,计算机软件
36,python兼职/全职讲师,15K-30K,"1、至少3年以上Python编程经验；2、精通Python全栈开发，精通Django Web框架；3、深刻理解计算机原理，有良好的数据结构和算法基础；4、熟悉面向对象程序设计方法；5、熟练数据库表设计、SQL","深圳 南山区 大冲",3-5年,不限,LinuxPythonShell,泽林信息,100-499人,在线教育
37,Python/C++金融软件开发工程师,10K-15K,"职位描述：1.金融软件Python/C++工程师 (2名)年薪：12万～25万职位要求/Requirements:1 全日制本科或研究生2 良好的Python/C++基础，两年以上Python/C++编程经验（有混合编程","深圳 南山区 科技园",3-5年,本科,"C/C++PythonVisual Studi",米佳乐传媒,20-99人,音乐/视频/阅读
38,Python开发运维工程师,8K-15K,岗位职责：1、维护工作中涉及的包括主机、网络、磁盘存储、文件系统、用户、权限、系统以及设备管理和维护工作；2、发现系统维护工作中重复性工作、反复出现的故障和问题，进行定位和分析，并进行自动化运维监控程序的开发，3、熟练掌握各种自,"深圳 南山区 科技园",1-3年,本科,Linux,傲天科技,100-499人,计算机软件
39,python工程师,10K-20K,工作职责1.参与需求分析，产品设计，功能开发2.快速开发产品服务端原型3.设计并编写高质量网络应用程序代码岗位要求1.python开发2年工作经验，本科以上学历2.精通Django或Flask3.熟悉,"深圳 龙华区 龙华",1-3年,本科,PythonC/C++,信和巴巴,20-99人,互联网金融
40,python后台工程师,8K-12K,工作范围负责服务端架构设计、功能开发及维护。负责后台与客户端、数据端的通信实现。负责产品后台的稳定性及性能优化。职位要求熟练掌握Python全面扎实的软件知识结构（操作系统、软件工程、,"深圳 南山区",经验不限,本科,Python,新格,0-20人,数据服务
41,"Python 高级资深后台开发工程师",25K-30K,"岗位职责：负责平台后端组件开发及维护；核心投研、交易系统的开发及维护； 金融数据清洗和对接；带领金融数据和网站后端团队 任职资格：计算机或相关专业本科，编程基本功扎实有数据处理相关经验，或有复杂系统架构经验，技术过硬熟悉Li","深圳 南山区 深圳湾",5-10年,本科,后端开发LinuxPython,Ricequant,20-99人,计算机软件
42,Python,10K-20K,"游戏爱好者，具备扎实的计算机系统结构、数据结构等基础知识，熟悉TCP、HTTP等网络协议  熟悉linux环境C/C++、shell、lua、python等开发语言，至少精通其中一种，有python开发经验者优先  超过2年互联网行业工","深圳 南山区 科技园",1-3年,本科,后端开发PythonLinux,途游游戏,100-499人,游戏
43,python工程师,10K-20K,"岗位职责：1. 设计和实现公司相关产品的后台架构设计以及相关模块的开发；2. 协助算法工程师进行代码优化和工程化，包括但不限于自然语言处理，对话系统，推荐系统等； 岗位要求：1. 计算机相关专业，1年以上后台开发经验；","深圳 南山区 大冲",1-3年,本科,后端开发Python,Webot,20-99人,企业服务
44,Python工程师,15K-30K,"1.2年及以上工作经验，其中一年算法项目工作经验；2.熟悉Python脚本编程；；3.熟悉数理统计具体实施方法，能有效完成报告呈现和数据解读4.                                   4.海量数据处理和",深圳,1-3年,大专,AI数据挖据图像算法,SIE,1000-9999人,计算机软件
45,python开发,8K-12K,要求：1、本科及以上学历，一年以上Python开发经验，熟练使用Python语言；2、具有服务器端开发功底，熟悉数据结构、算法、设计模式、http协议；3、熟悉MySQL，SqlServer等数据库；4、参与,"深圳 福田区 购物公园",1-3年,大专,Python,南京融翼,500-999人,计算机软件
46,Python爬虫开发工程师,8K-15K,岗位职责：1.负责网页和APP网络爬虫的架构设计、开发任职要求：1.本科及本科以上学历，计算机相关专业；2.2年以上Python开发经验，熟悉scrapy框架、pyspider框架等，熟悉数据结构和算法；3.熟悉网络协议,"深圳 南山区",经验不限,本科,Pythonpython爬虫,金中数据,0-20人,计算机软件
47,python/机器学习开发,10K-20K,"我们深耕法律行业的互联网化，有强大的法律从业背景及海归互联网精英。你将和同我们一起构建互联网体系，颠覆法律行业！要求学习能力极强，愿意explore the unknowns，愿意接受挑战！- 了解多数机器学习算法- 热爱互联网","深圳 南山区 大冲",经验不限,本科,Python机器学习自然语言处理,牛法网,20-99人,互联网
48,python高级开发工程师,10K-15K,"职位描述：1、负责项目的需求分析、设计及开发；2、负责项目开发管理和项目架构优化；3、独立完成软件系统代码的设计与实现； 4、根据需求完成设计、代码编写、调试、测试和维护； 任职资格：1、计算机相关专业本科及以上学历","深圳 宝安区 龙华",3-5年,本科,PythonUnix/LinuxFlask/Django,南伽科技,100-499人,贸易/进出口
49,Python开发工程师,15K-20K,"岗位要求：1、精通Python，具有高并发服务器开发经验；2、具有移动app数据接口开发经验；3、熟练使用 Redis 等分布式缓存4、具备 PostgreSQL 索引优化、查询优化和存储设计经验5、了解 RPC、MQ","深圳 南山区 西丽",3-5年,本科,Python数据库后端开发,普特医学,100-499人,医疗健康
50,高级Python,25K-40K,工作职责：1、负责后台应用服务的架构设计、开发、优化工作。2、负责后台大数据分析处理的架构设计，开发。3、负责后台其他业务的开发；工作要求：1、本科及以上学历，计算机相关专业，具有一定的后台服务架构、开发以及性能调优,"深圳 南山区 科技园",5-10年,不限,LinuxPythonC/C++,永安科技,20-99人,信息安全
51,Python工程师,15K-30K,岗位职责：1.协同工作，独立开发完成高性能，可靠，可扩展的交易平台后端web页面开发;2.集成，测试，部署我们的系统;3.与前端团队协作，支持产品研发。岗位要求：1.211高校本科或以上学历，技术大牛可不受此限；,"深圳 南山区 南头",3-5年,本科,Python后端开发,牛宽科技,20-99人,计算机软件
52,运维python,6K-12K,"熟练使用python,shell熟悉使用 Docker,了解各种云计算平台,及 各种架构解决方案岗位职能配合架构 进行合理优化 运维架构","深圳 宝安区 西乡",经验不限,不限,Linux系统运维运维开发,宇皓科技,20-99人,计算机软件
53,python,9K-18K,:岗位职责：1、负责系统开发维护。职位要求： 1、计算机相关专业本科以上学历，扎实的计算机基础。2、精通Python语言，2年以上Python开发经验。3、熟悉Python至少一种Web开发框架，,"深圳 南山区 深圳湾",1-3年,大专,python爬虫Python,零壹软件,0-20人,互联网
54,Python开发工程师,15K-30K,【工作内容】1、用Python架构、设计、实现产品的后端2、数据驱动，不断通过产品和技术数据进行改进，并完成快速迭代3、实现富有挑战性的GrowthHack需求4、与QA合作进行测试、改进和问题修复工作【岗位要求】,深圳,1-3年,本科,Python数据库后端开发,方舟云数,0-20人,互联网
55,Python,6K-7K,"1. 精通python语言，了解 Django、Tornado 等框架中的一种2. 熟悉MVC三层架构，有性能优化、后台集群架构的实践经验3. 熟悉HTML、CSS、JavaScript等前端开发技术优先4. 有使用JQuery",深圳,1-3年,本科,PythonHTML/CSSJavascript,深圳市瑞驰信息,100-499人,计算机软件
56,爬虫工程师（python）,10K-15K,"职位描述工作职责：1.负责国内内容源的抓取和数据处理。2.承接开发任务，需求分析，确保按时按质按量完成任务； 任职要求：1.熟悉常用的爬虫技术，比如scrapy,webmagic;2.熟悉struts、spring、ibatis",深圳,1-3年,本科,数据抓取python爬虫爬虫工程师,斑马线上,0-20人,广告营销
57,python,10K-18K,". 精通python语言，至少精通 Django、Tornado 等框架中的一种2. 熟悉MVC三层架构，有性能优化、后台集群架构的实践经验3. 熟悉HTML、CSS、JavaScript等前端开发技术4. 有使用JQuery、","深圳 福田区 石厦",3-5年,不限,PythonHTML/CSSJavascript,鹏开信息,100-499人,计算机软件
58,Python工程师,15K-20K,"任职资格：1.拥有1到3年开发经验，有使用python web框架开发的经验，例如 flask/django；2.有互联网公司后台服务的开发经验3.有良好的算法和数据结构基础，及很强的自学能力；4.善于思考，能提出高质量的问","深圳 南山区 科技园",1-3年,大专,PythonNLP,企保招招,100-499人,互联网金融
59,Python,8K-10K,岗位职责1、后台服务器的设计与开发；2、负责相关业务逻辑以及运营管理平台的后台实现；3、后台的其他工作。任职要求1、计算机及相关专业毕业，有后台服务器开发经验；2、掌握MySQL/redis/mongodb等数据库技术,"深圳 龙华区 滢水山庄",经验不限,大专,后端开发系统架构Python,本识,0-20人,分类信息
60,Python,15K-30K,Python机器学习讲师岗位职责：1、负责Python机器学习部分的研究工作；2、负责机器学习的授课工作；3、制作课程案例，编写教学文档；任职要求：1、熟练掌握Python语言，熟练使用第三方框架；2、扎实的计算机基本功及数,深圳,1年以内,本科,数据库Pythonpython爬虫,百战程序员,20-99人,计算机软件
61,python开发高级工程师,15K-30K,"工作职责：1.负责app后台的需求开发。2.优化app后台架构。3.负责app内游戏后台的开发。4.对app内数据中心接口 进行框架设计和评估。5.参与部分python运维工作。经验和技能要求：1.计算机或数","深圳 南山区 科技园",3-5年,本科,PythonAPPTornado,巅峰电竞,20-99人,游戏
62,中级后端开发工程师(Java/Python),12K-16K,"工作职责	参与用户需求，功能细节设计。	负责公司的软件项目程序开发。任职要求	3年以上后台开发工作经验。	具备java/python后台程序开发经验，在项目中担任重要开发角色。	熟练Restful AP","深圳 南山区 后海",3-5年,本科,JavaPython接口开发,华制智能深圳总部,100-499人,企业服务
63,Python开发工程师（高级）,30K-50K,"职位描述：Web开发人员需要具备丰富的Web前端或后端知识， 时刻具备紧迫感，需要快速交付高质量的代码，不断创造新的Web产品和优化现有的产品和服务。 工作职责：（后端）使用Python编写Web后端代码","深圳 南山区 科技园",3-5年,本科,GolangPython,Shopee,1000-9999人,电子商务
64,Python,10K-20K,Python全栈工程师1.精通Python3，熟悉Linux2.精通Django以及Twisted两种框架3.熟悉物联网通信协议以及TCP通信协议4.熟悉使用JWT，MySQL，Redis，RabbitMQ，Docker，Ngi,"深圳 龙华区 观澜",3-5年,大专,Python全栈Web前端,尚亿源,20-99人,智能硬件
65,Python/shell脚本开发,9K-15K,"2年-3年工作经验1.熟练使用python语言，有2年以上开发经验2.python基础扎实，熟悉django,flask等框架3.熟悉java，有java开发经验优先4.熟悉数据库知识，熟练掌握SQL，至少熟练掌握一种数据库","深圳 龙岗区 坂田",1-3年,本科,LinuxPythonShell,中软国际,1000-9999人,计算机软件
66,Python爬虫实习生,3K-6K,工作职责：1）对公司各项目所需的网络数据源进行数据抓取；2）针对互联网上收集的商品品类等信息进行采集处理，负责信息提取、处理、优化、过滤、审核等工作；3）按要求做数据抓取前的配置等准备工作；检查网站抓取后是否有遗漏等,"深圳 南山区 科技园",应届生,本科,python爬虫数据采集数据抓取,比特穿越,0-20人,数据服务
67,算法工程师（Python语言）,15K-25K,岗位职责1、匹配业务场景，使用机器学习、文本挖掘等技术，设计数据建模（模型/算法）解决方案，对业务数据进行分析和建模，并负责各类数据挖掘模型的开发、应用、监控优化，支撑公司数据挖掘课题落地。2、开展数据挖掘分析算法/工具研究工作,"深圳 宝安区",3-5年,本科,Python数据挖掘推荐算法,赛意信息科技,1000-9999人,计算机软件
68,Python,15K-30K,"工作内容：参与糗事百科的后端研发；保障产品的快速迭代与服务质量；任职资格：三年以上高并发系统的设计与调优经验，对系统的架构与实现有清晰的认识；熟悉linux系统生产环境搭建与调优；至少熟悉 Python/Gola","深圳 南山区",3-5年,本科,Python,糗事百科,20-99人,音乐/视频/阅读
69,Python,10K-15K,"职责描述：1. 独立完成项目中 python 脚本部分的编写。2. 负责项目基于Odoo（openERP）系统的开发和维护；3. 协助跟踪项目进程，构建开发环境；4. 参与软件质量审查，代码review；5. 与硬件工程","深圳 南山区 科技园",经验不限,本科,python,绿富,0-20人,互联网
70,"Python 开发工程师",8K-12K,"Python 开发工程师工作职责：1. 负责产品功能的后台开发工作。2. 在项目经理的领导下，配合完成程序设计和开发；3. 关注技术动向，研究新技术并攻关技术难题；4. 独立设计并开发程序中相关的模块","深圳 龙岗区 布吉",1-3年,大专,PythonLinuxC/C++,贝利美维,20-99人,计算机软件
71,Python后台开发,15K-30K,"岗位职责:负责风控后台系统设计与开发工作任职要求:1.2年以上后台开发经验2.熟练掌握python，但不局限于一种语言例如Java，了解常用python web框架(tornado等)3.扎实的数据结构语算法基础","深圳 南山区 科技园",3-5年,本科,Python,AKULAKU,100-499人,互联网金融
72,python,11K-21K,1、统招大专5年本科3年以上年限；2、有Python开发经验，熟练Python语言；3、具有服务器端开发功底，熟悉数据库结构、算法、设计模式、HTTP协议；4、熟悉SQLserver、MySQL等数据；5、参与数据分析挖掘系,"深圳 福田区 购物公园",5-10年,大专,Python数据库,达博威科技,100-499人,计算机软件
73,高级python开发工程师,10K-20K,"岗位职责：1、负责开发镭速服务器端的相关功能；2、负责指导python初级工程师；3、负责镭速接入云存储。任职资格：1、计算机软件或相关专业，windows、linux下三年以上Python开发经验，熟悉 torna","深圳 南山区 前海",3-5年,大专,PythonC/C++,瑞云科技,100-499人,互联网
74,Python开发,15K-30K,"职位描述1. 熟悉在Unix/Linux平台上的Python编程; 了解常用的通讯协议处理模块，XML，JSON处理模块，熟悉格式化文件处理2. 有较强的编码能力及良好的编程风格;3. 对数据结构和算法有比较好的理解和实践;","深圳 南山区 科技园",3-5年,本科,Twisted高并发Flask,藤讯科技,100-499人,移动互联网
